title,pubDate,guid,link,description,category,sentiment_label,sentiment_score
"Lebanon’s PM-designate Nawaf Salam promises to ‘rescue, reform and rebuild’",14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/lebanons-pm-designate-nawaf-salam-promises-to-rescue-reform-and-rebuild,https://www.aljazeera.com/news/2025/1/14/lebanons-pm-designate-nawaf-salam-promises-to-rescue-reform-and-rebuild,"Salam says he is reaching out across the political spectrum in nod to Hezbollah, which opposed his nomination.",news,neutral,0.999747097492218
"Pete Hegseth, Trump’s Pentagon pick, faces Senate confirmation hearing",14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/pete-hegseth-trumps-pentagon-pick-faces-senate-confirmation-hearing,https://www.aljazeera.com/news/2025/1/14/pete-hegseth-trumps-pentagon-pick-faces-senate-confirmation-hearing,"US senators grill Hegseth, a former Fox News host who has Republican backing, over past statements and controversies.",news,neutral,0.9980870485305786
Brazilian teen Fonseca lights up Australian Open as Medvedev faces fine,14 Jan 2025,https://www.aljazeera.com/sports/2025/1/14/brazilian-teen-fonseca-lights-up-australian-open-as-medvedev-faces-fine,https://www.aljazeera.com/sports/2025/1/14/brazilian-teen-fonseca-lights-up-australian-open-as-medvedev-faces-fine,"Fonseca beats ninth seed Rublev in men’s draw while Paolini, Rybakina and Raducanu advance in women’s draw on day three.",sports,neutral,0.5137616991996765
NATO launches new Baltic Sea mission to protect undersea cables,14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/nato-launches-new-baltic-sea-mission-to-protect-undersea-cables,https://www.aljazeera.com/news/2025/1/14/nato-launches-new-baltic-sea-mission-to-protect-undersea-cables,NATO chief Mark Rutte says ‘Baltic Sentry’ mission to protect critical undersea cables following string of incidents.,news,neutral,0.998872697353363
"Israel-Hamas deal for Gaza ceasefire in ‘final stages,’ mediator says",14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/gaza-ceasefire-deal-in-final-stages-qatar,https://www.aljazeera.com/news/2025/1/14/gaza-ceasefire-deal-in-final-stages-qatar,"Mediators say negotiations at ‘closest point’ yet as major obstacles addressed, but caution that it’s not a done deal.",news,neutral,0.9983571171760559
Haiti displacement surpasses one million people: UN,14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/haiti-displacement-surpasses-one-million-people-un,https://www.aljazeera.com/news/2025/1/14/haiti-displacement-surpasses-one-million-people-un,"Children account for more than half of Haiti’s displaced population, which has tripled amid relentless gang violence.",news,negative,0.9872515201568604
Irregular migration into EU dropped sharply in 2024: Border agency,14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/irregular-migration-into-eu-dropped-sharply-in-2024-border-agency,https://www.aljazeera.com/news/2025/1/14/irregular-migration-into-eu-dropped-sharply-in-2024-border-agency,"Despite falling total, number of people crossing border from Belarus and Russia jumped 192 percent.",news,positive,0.9996744394302368
"Where are the LA fires still burning, and why are they so destructive?",14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/where-are-the-la-fires-still-burning-and-why-are-they-so-destructive,https://www.aljazeera.com/news/2025/1/14/where-are-the-la-fires-still-burning-and-why-are-they-so-destructive,The wildfires raging through Los Angeles are the most destructive and likely the deadliest in the county’s history.,news,neutral,0.9788778424263
Russia accuses US and Ukraine of targeting TurkStream gas pipeline,14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/russia-accuses-us-and-ukraine-of-targeting-turkstream-gas-pipeline,https://www.aljazeera.com/news/2025/1/14/russia-accuses-us-and-ukraine-of-targeting-turkstream-gas-pipeline,"Washington encouraging Ukraine to sabotage last remaining pipeline carrying Russian gas into the EU, claims Moscow.",news,negative,0.8654516935348511
"Los Angeles wildfires day 8: What’s the latest, what’s next as winds rage?",14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/los-angeles-wildfires-day-8-whats-the-latest-whats-next-as-winds-rage,https://www.aljazeera.com/news/2025/1/14/los-angeles-wildfires-day-8-whats-the-latest-whats-next-as-winds-rage,"As authorities continue battling dangerous blazes, we explore what lies ahead this Tuesday.",news,neutral,0.9996833801269531
Israeli historian Ilan Pappe: ‘This is the last phase of Zionism’,14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/israeli-historian-ilan-pappe-this-is-the-last-phase-of-zionism,https://www.aljazeera.com/news/2025/1/14/israeli-historian-ilan-pappe-this-is-the-last-phase-of-zionism,"Pappe talks to Al Jazeera on ‘neo-Zionism’, ceasefire talks, the second coming of Trump and ‘indoctrination’ in Israel.",news,neutral,0.9998134970664978
Saudi Arabia announces plans to enrich and sell uranium,14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/saudi-arabia-announces-plans-to-enrich-and-sell-uranium,https://www.aljazeera.com/news/2025/1/14/saudi-arabia-announces-plans-to-enrich-and-sell-uranium,Energy minister says yellowcake project is part of strategy to monetise all minerals.,news,neutral,0.9998527765274048
Trump escaped conviction for ‘criminal efforts to retain power’: Prosecutor,14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/trump-escaped-conviction-for-criminal-efforts-to-retain-power-report,https://www.aljazeera.com/news/2025/1/14/trump-escaped-conviction-for-criminal-efforts-to-retain-power-report,Special counsel says Trump would have been convicted for bid to overturn 2020 poll if not for his 2024 election win.,news,neutral,0.9996323585510254
‘Sports brings joy back’: LA teams and fans honour first responders,14 Jan 2025,https://www.aljazeera.com/sports/2025/1/14/los-angeles-sports-teams-and-fans-honour-first-responders-in-nba-nfl-games,https://www.aljazeera.com/sports/2025/1/14/los-angeles-sports-teams-and-fans-honour-first-responders-in-nba-nfl-games,"The Rams, Lakers and Clippers all dedicated their games to the community and first responders amid the LA wildfires.",sports,neutral,0.999671220779419
South Korea adjourns impeachment trial as Yoon remains elusive,14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/south-korea-adjourns-impeachment-trial-as-yoon-remains-elusive,https://www.aljazeera.com/news/2025/1/14/south-korea-adjourns-impeachment-trial-as-yoon-remains-elusive,"Seeking to evade arrest, suspended president skips hearing over a failed martial law bid.",news,negative,0.7145734429359436
Sierra Leone declares emergency over mpox outbreak,14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/sierra-leone-declares-emergency-over-mpox-outbreak,https://www.aljazeera.com/news/2025/1/14/sierra-leone-declares-emergency-over-mpox-outbreak,The West African country has confirmed two cases of mpox in recent days.,news,neutral,0.9980471134185791
US man charged with stalking WNBA and Indiana Fever star Caitlin Clark,14 Jan 2025,https://www.aljazeera.com/sports/2025/1/14/us-man-charged-with-stalking-wnba-and-indiana-fever-star-caitlin-clark,https://www.aljazeera.com/sports/2025/1/14/us-man-charged-with-stalking-wnba-and-indiana-fever-star-caitlin-clark,Clark told police she feared for her safety and had altered her appearance in public after receiving the messages on X.,sports,neutral,0.8910467624664307
Philippines protests China’s deployment of ‘monster ship’ in maritime zone,14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/philippines-protests-chinas-deployment-of-monster-ship-in-maritime-zone,https://www.aljazeera.com/news/2025/1/14/philippines-protests-chinas-deployment-of-monster-ship-in-maritime-zone,Philippines National Security Council spokesperson said Manila was surprised by China’s ‘increasing aggression’.,news,positive,0.8242129683494568
Hunter Biden prosecutor chastises president for maligning justice system,14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/hunter-biden-prosecutor-chastises-president-for-maligning-justice-system,https://www.aljazeera.com/news/2025/1/14/hunter-biden-prosecutor-chastises-president-for-maligning-justice-system,Special Counsel David Weiss says president’s claims that his son was selectively prosecuted undermine rule of law.,news,negative,0.9689597487449646
"Russia-Ukraine war: List of key events, day 1,055",14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/russia-ukraine-war-list-of-key-events-day-1055,https://www.aljazeera.com/news/2025/1/14/russia-ukraine-war-list-of-key-events-day-1055,"Here are the key developments on the 1,055th day of Russia’s full-scale invasion of Ukraine.",news,neutral,0.9998294115066528
What is ‘waste colonialism’ and why has Thailand banned imports of plastic?,14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/what-is-waste-colonialism-and-why-has-thailand-banned-imports-of-plastic,https://www.aljazeera.com/news/2025/1/14/what-is-waste-colonialism-and-why-has-thailand-banned-imports-of-plastic,China had taken in nearly half of the world’s plastic waste since 1992 until it imposed an import ban in 2018.,news,neutral,0.9993458390235901
"North Korea launches multiple, short-range ballistic missiles",14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/north-korea-launches-multiple-short-range-ballistic-missiles,https://www.aljazeera.com/news/2025/1/14/north-korea-launches-multiple-short-range-ballistic-missiles,South Korea’s Joint Chiefs of Staff said the missiles travelled up to 250km (155 miles) before landing in the sea.,news,neutral,0.9998148083686829
Operation under way to rescue trapped miners from South African gold mine,14 Jan 2025,https://www.aljazeera.com/news/2025/1/14/operation-under-way-to-rescue-illegal-miners-trapped-in-south-african-gold-mine,https://www.aljazeera.com/news/2025/1/14/operation-under-way-to-rescue-illegal-miners-trapped-in-south-african-gold-mine,The Mining Affected Communities United in Action group says at least 400 men remain trapped in the abandoned mine.,news,neutral,0.9462202787399292
Biden delivers final foreign policy speech as Gaza ceasefire talks continue,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/biden-delivers-final-foreign-policy-speech-as-gaza-ceasefire-talks-continue,https://www.aljazeera.com/news/2025/1/13/biden-delivers-final-foreign-policy-speech-as-gaza-ceasefire-talks-continue,US president seeks to defend legacy on the global stage before Donald Trump takes office on January 20.,news,neutral,0.9998531341552734
Southern California Edison faces lawsuits over Los Angeles wildfires,13 Jan 2025,https://www.aljazeera.com/economy/2025/1/13/southern-california-edison-faces-lawsuits-over-la-wildfires,https://www.aljazeera.com/economy/2025/1/13/southern-california-edison-faces-lawsuits-over-la-wildfires,"In one suit, multiple witnesses are cited as having seen a fire at base of a transmission tower owned by the utility.",economy,neutral,0.9997727274894714
Venezuela’s attorney general seeks arrest of opposition’s Leopoldo Lopez,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/venezuelas-attorney-general-seeks-arrest-of-opposition-leader,https://www.aljazeera.com/news/2025/1/13/venezuelas-attorney-general-seeks-arrest-of-opposition-leader,"Attorney General Tarek Saab says he has appealed to Interpol for the arrest of Leopoldo Lopez, who lives in exile.",news,neutral,0.9993517994880676
US lists white supremacist Terrorgram network as ‘terrorist group’,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/us-lists-white-supremacist-terrorgram-network-as-terrorist-group,https://www.aljazeera.com/news/2025/1/13/us-lists-white-supremacist-terrorgram-network-as-terrorist-group,"The network, which largely operates on Telegram, has been linked to a series of violent attacks, officials say.",news,neutral,0.979810357093811
Biden administration proposes new rules to tighten grip on AI chip flows,13 Jan 2025,https://www.aljazeera.com/economy/2025/1/13/biden-administration-proposes-new-rules-to-tighten-grip-on-ai-chip-flows,https://www.aljazeera.com/economy/2025/1/13/biden-administration-proposes-new-rules-to-tighten-grip-on-ai-chip-flows,Regulations would restrict access to AI chips for gaming and AI products and data centres in 120 countries.,economy,negative,0.970146656036377
US says Gaza truce deal ‘possible’ this week as Israel ramps up attacks,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/us-sees-gaza-truce-deal-as-possible-this-week-as-israel-ramps-up-attacks,https://www.aljazeera.com/news/2025/1/13/us-sees-gaza-truce-deal-as-possible-this-week-as-israel-ramps-up-attacks,"Nothing is guaranteed yet, but an agreement could take shape soon, angering hardliners in Israel.",news,neutral,0.9804810881614685
Iran releases dual German national as it attends talks with European powers,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/iran-releases-dual-german-national-as-it-attends-talks-with-european-powers,https://www.aljazeera.com/news/2025/1/13/iran-releases-dual-german-national-as-it-attends-talks-with-european-powers,"Tehran and E3 countries of France, Germany and UK hold consultations on Iran’s nuclear programme and other issues.",news,neutral,0.9998284578323364
Armed groups kill at least 40 farmers in Nigeria’s Borno State,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/armed-groups-kill-at-least-40-farmers-in-nigerias-borno-state,https://www.aljazeera.com/news/2025/1/13/armed-groups-kill-at-least-40-farmers-in-nigerias-borno-state,Officials say Boko Haram and ISWAP groups suspected of being behind the attacks on farmers in the Dumba region.,news,neutral,0.9995317459106445
Mozambique opens new parliament amid opposition protests and boycotts,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/mozambique-opens-new-parliament-amid-opposition-protests-and-boycotts,https://www.aljazeera.com/news/2025/1/13/mozambique-opens-new-parliament-amid-opposition-protests-and-boycotts,"About 250 lawmakers sworn in, while the opposition calls for a strike to protest against disputed election results.",news,neutral,0.9997919201850891
Lebanon’s president names ICJ judge Nawaf Salam as PM-designate,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/nawaf-salam-wins-enough-backing-to-become-lebanons-prime-minister,https://www.aljazeera.com/news/2025/1/13/nawaf-salam-wins-enough-backing-to-become-lebanons-prime-minister,The designation shows a shift in the power balance in Lebanon as Hezbollah wanted Najib Mikati to keep the job.,news,positive,0.9874982237815857
‘It’s been a blast’: Tyson Fury retires from boxing,13 Jan 2025,https://www.aljazeera.com/sports/2025/1/13/tyson-fury-former-world-heavyweight-champ-announces-boxing-retirement,https://www.aljazeera.com/sports/2025/1/13/tyson-fury-former-world-heavyweight-champ-announces-boxing-retirement,Fury made the decision less than a month after his world heavyweight title defeat to Oleksandr Usyk in Riyadh.,sports,neutral,0.9997138381004333
Pakistan watches with caution as old ally Taliban gets closer to India,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/pakistan-watches-with-caution-as-old-ally-taliban-gets-closer-to-india,https://www.aljazeera.com/news/2025/1/13/pakistan-watches-with-caution-as-old-ally-taliban-gets-closer-to-india,"While some analysts say Pakistan need not worry, others warn that Indian influence in Afghanistan could strain ties.",news,negative,0.9969437718391418
"Djokovic, Alcaraz and Sinner in Australian Open round two, but Kyrgios out",13 Jan 2025,https://www.aljazeera.com/sports/2025/1/13/djokovic-alcaraz-and-sinner-in-australian-open-round-two-but-kyrgios-out,https://www.aljazeera.com/sports/2025/1/13/djokovic-alcaraz-and-sinner-in-australian-open-round-two-but-kyrgios-out,Aussie favourite Kyrgios says his first-round loss might be his last singles appearance in Melbourne.,sports,neutral,0.8870278596878052
Why fire hydrants and water supply failed during Los Angeles wildfires,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/why-fire-hydrants-and-water-supply-failed-during-los-angeles-wildfires,https://www.aljazeera.com/news/2025/1/13/why-fire-hydrants-and-water-supply-failed-during-los-angeles-wildfires,"The LA wildfires continue to burn, with Santa Ana winds set to intensify and other challenges hampering rescue efforts.",news,negative,0.9816157221794128
Nigerian air raid targeting bandits mistakenly kills civilians,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/nigerian-air-raid-targeting-bandits-mistakenly-kills-civilians,https://www.aljazeera.com/news/2025/1/13/nigerian-air-raid-targeting-bandits-mistakenly-kills-civilians,Nigerian air force launches investigation after reports say at least 15 people killed in air attack in Zamfara State.,news,neutral,0.9981429576873779
"Death threats, interrogation: Why football referee Mahsa Ghorbani left Iran",13 Jan 2025,https://www.aljazeera.com/sports/2025/1/13/death-threats-interrogation-why-football-referee-mahsa-ghorbani-left-iran,https://www.aljazeera.com/sports/2025/1/13/death-threats-interrogation-why-football-referee-mahsa-ghorbani-left-iran,"Ghorbani, a female Iranian international football referee, fled to Sweden after security threats and unfair treatment.",sports,negative,0.9871786832809448
"Trump’s ‘all hell’ comments a threat to Hamas, says US VP-elect Vance",13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/trumps-all-hell-comments-a-threat-to-hamas-says-us-vp-elect-vance,https://www.aljazeera.com/news/2025/1/13/trumps-all-hell-comments-a-threat-to-hamas-says-us-vp-elect-vance,"JD Vance warns of consequences if Gaza captive deal does not happen, including knocking out ‘final’ Hamas battalions.",news,negative,0.9367353916168213
Why are California inmates deployed to help fight LA wildfires?,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/why-are-california-inmates-deployed-to-help-fight-la-wildfires,https://www.aljazeera.com/news/2025/1/13/why-are-california-inmates-deployed-to-help-fight-la-wildfires,Canada and Mexico have offered to deploy firefighters as US inmates join in efforts to put out LA’s wildfires.,news,neutral,0.9993401169776917
‘Not the same euphoria as last time’: Wartime Russia braces for Trump,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/russia-prepared-for-any-scenario-on-ukraine-war-as-trump-presidency-nears,https://www.aljazeera.com/news/2025/1/13/russia-prepared-for-any-scenario-on-ukraine-war-as-trump-presidency-nears,The US president-elect has promised to end the conflict in Ukraine but the Kremlin has not endorsed any tentative plans.,news,neutral,0.9997197985649109
Lebanon President Joseph Aoun starts consultations for PM selection,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/lebanon-president-joseph-aoun-starts-consultations-for-pm-selection,https://www.aljazeera.com/news/2025/1/13/lebanon-president-joseph-aoun-starts-consultations-for-pm-selection,Caretaker Prime Minister Najib Mikati and top ICJ judge Nawaf Salam seen as frontrunners.,news,neutral,0.9997825026512146
"DR Congo says several towns recaptured from rebels, but fighting persists",13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/dr-congo-says-several-towns-recaptured-from-rebels-but-fighting-persists,https://www.aljazeera.com/news/2025/1/13/dr-congo-says-several-towns-recaptured-from-rebels-but-fighting-persists,"Despite recent military gains, eastern DRC remains mired in conflict, mainly as a result of the M23 rebellion.",news,negative,0.9146074056625366
"Seoul says 300 North Korean soldiers killed, 2,700 wounded fighting Ukraine",13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/seoul-says-300-north-korean-soldiers-killed-2700-wounded-fighting-ukraine,https://www.aljazeera.com/news/2025/1/13/seoul-says-300-north-korean-soldiers-killed-2700-wounded-fighting-ukraine,"Casualties among North Koreans assisting Russia ‘have surpassed 3,000’, according to South Korea’s intelligence agency.",news,positive,0.9989733695983887
"Captain Cummins, Hazlewood return as Australia name Champions Trophy squad",13 Jan 2025,https://www.aljazeera.com/sports/2025/1/13/cummins-hazlewood-return-as-australia-name-icc-champions-trophy-squad,https://www.aljazeera.com/sports/2025/1/13/cummins-hazlewood-return-as-australia-name-icc-champions-trophy-squad,World champions Australia rely on experience and all-round abilities as they seek third Champions Trophy title.,sports,neutral,0.9993336796760559
Austrian woman kidnapped by unknown gunmen in Niger,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/austrian-woman-kidnapped-by-unknown-assailants-in-niger,https://www.aljazeera.com/news/2025/1/13/austrian-woman-kidnapped-by-unknown-assailants-in-niger,Residents and local media report that the victim is a 73-year-old who was taken in the city of Agadez.,news,neutral,0.9998791217803955
Thousands of Hindus bathe in holy rivers at India Maha Kumbh Mela festival,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/thousands-of-hindus-bathe-in-sacred-waters-at-indias-kumbh-mela-festival,https://www.aljazeera.com/news/2025/1/13/thousands-of-hindus-bathe-in-sacred-waters-at-indias-kumbh-mela-festival,"The festival that attracts over 400 million people takes place where Ganges, Yamuna and mythical Saraswati rivers meet.",news,neutral,0.999861478805542
Ibrahim Zadran returns for Afghanistan in Champions Trophy squad,13 Jan 2025,https://www.aljazeera.com/sports/2025/1/13/ibrahim-zadran-returns-for-afghanistan-in-champions-trophy-squad,https://www.aljazeera.com/sports/2025/1/13/ibrahim-zadran-returns-for-afghanistan-in-champions-trophy-squad,Prolific opener makes a comeback from injury but spinner Mujeeb Ur Rahman misses out as he recovers from hand sprain.,sports,positive,0.8393040299415588
"Biden speaks with Israel’s Netanyahu, urges ‘immediate ceasefire’ in Gaza",13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/biden-speaks-with-israels-netanyahu-urges-immediate-ceasefire-in-gaza,https://www.aljazeera.com/news/2025/1/13/biden-speaks-with-israels-netanyahu-urges-immediate-ceasefire-in-gaza,"Call comes as Israel keeps up its siege on north Gaza, with at least 5,000 killed and missing in 100 days.",news,neutral,0.9913602471351624
Trump ally Steve Bannon blasts Elon Musk as ‘truly evil’ in MAGA split,13 Jan 2025,https://www.aljazeera.com/economy/2025/1/13/trump-ally-steve-bannon-blasts-elon-musk-as-truly-evil-in-maga-split,https://www.aljazeera.com/economy/2025/1/13/trump-ally-steve-bannon-blasts-elon-musk-as-truly-evil-in-maga-split,Former Trump adviser tells Italian newspaper that Tesla CEO intends to implement ‘techno-feudalism on a global scale’.,economy,neutral,0.9997677206993103
"Russia-Ukraine war: List of key events, day 1,054",13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/russia-ukraine-war-list-of-key-events-day-1054,https://www.aljazeera.com/news/2025/1/13/russia-ukraine-war-list-of-key-events-day-1054,"Here are the key developments on the 1,054th day of Russia’s full-scale invasion of Ukraine.",news,neutral,0.9998310804367065
Zelenskyy ready to exchange N Korean soldiers for Ukrainians held in Russia,13 Jan 2025,https://www.aljazeera.com/news/2025/1/13/zelenskyy-ready-to-hand-over-captured-n-korea-soldiers-for-ukrainian-pows,https://www.aljazeera.com/news/2025/1/13/zelenskyy-ready-to-hand-over-captured-n-korea-soldiers-for-ukrainian-pows,Offer comes after Ukraine announced capturing two North Korean soldiers in Russia’s Kursk region.,news,neutral,0.9995170831680298
Barcelona hand Real Madrid latest El Clasico hammering to claim Supercopa,12 Jan 2025,https://www.aljazeera.com/sports/2025/1/12/barcelona-hand-real-madrid-latest-el-clasico-hammering-in-supercopa-final-football,https://www.aljazeera.com/sports/2025/1/12/barcelona-hand-real-madrid-latest-el-clasico-hammering-in-supercopa-final-football,Barcelona beat Spanish and European champions Real Madrid 5-2 in the final of the Supercopa de Espana in Saudi Arabia.,sports,neutral,0.9434011578559875
Iran welcomes return of national held in Italy in spat involving the US,12 Jan 2025,https://www.aljazeera.com/news/2025/1/12/iran-welcomes-return-of-national-held-in-italy-in-spat-involving-the-us,https://www.aljazeera.com/news/2025/1/12/iran-welcomes-return-of-national-held-in-italy-in-spat-involving-the-us,The US had asked Italy to arrest and extradite the Iranian national for allegedly transferring drone technology.,news,neutral,0.9994465708732605
Fire crews race to contain Los Angeles blazes as death toll rises to 24,12 Jan 2025,https://www.aljazeera.com/news/2025/1/12/firefighters-battle-to-corral-los-angeles-fires-before-strong-winds-return,https://www.aljazeera.com/news/2025/1/12/firefighters-battle-to-corral-los-angeles-fires-before-strong-winds-return,Officials lament another night of ‘unimaginable terror’ in LA as wildfires continue to burn for a sixth day.,news,negative,0.9711899161338806
"‘Ghost area’: 5,000 killed or missing due to Israel’s siege of north Gaza",12 Jan 2025,https://www.aljazeera.com/news/2025/1/12/israeli-siege-of-north-gaza-leaves-5000-dead-missing-after-100-days,https://www.aljazeera.com/news/2025/1/12/israeli-siege-of-north-gaza-leaves-5000-dead-missing-after-100-days,The Israeli military has only intensified its siege of the north and attacks across Gaza amid renewed ceasefire talks.,news,neutral,0.5162057876586914
"Fact check: LA fires drive falsehoods, including by Trump about water use",12 Jan 2025,https://www.aljazeera.com/news/2025/1/12/fact-check-la-fires-drive-falsehoods-including-by-trump-about-water-use,https://www.aljazeera.com/news/2025/1/12/fact-check-la-fires-drive-falsehoods-including-by-trump-about-water-use,"Trump claims Democratic environmental policies contributed to LA fires, but is that true?",news,neutral,0.853672981262207
Russia claims to have seized two new villages in eastern Ukraine,12 Jan 2025,https://www.aljazeera.com/news/2025/1/12/russia-claims-to-have-seized-new-villages-in-eastern-ukraine,https://www.aljazeera.com/news/2025/1/12/russia-claims-to-have-seized-new-villages-in-eastern-ukraine,Russian Defence Ministry says its soldiers captured Yantarne in the Donetsk region and Kalinove in the Kharkiv region.,news,neutral,0.9996196031570435
"How strategic is Wad Madani city, retaken by Sudanese army?",12 Jan 2025,https://www.aljazeera.com/news/2025/1/12/could-the-sudanese-armys-capture-of-wad-madani-be-a-turning-point-of-war,https://www.aljazeera.com/news/2025/1/12/could-the-sudanese-armys-capture-of-wad-madani-be-a-turning-point-of-war,The army’s recapture of the agricultural and trading hub means the RSF will be cut off from parts of the country.,news,negative,0.7515267133712769
Activists back US professor ‘forced’ from Columbia over Palestine advocacy,12 Jan 2025,https://www.aljazeera.com/news/2025/1/12/activists-back-us-professor-forced-from-columbia-over-palestine-advocacy,https://www.aljazeera.com/news/2025/1/12/activists-back-us-professor-forced-from-columbia-over-palestine-advocacy,Katherine Franke says she was forced to retire over her views critical of Israel’s treatment of Palestinians.,news,negative,0.9381502270698547
UFC champion Khabib Nurmagomedov removed from Frontier Airlines flight,12 Jan 2025,https://www.aljazeera.com/sports/2025/1/12/ufc-champion-khabib-nurmagomedov-removed-from-alaska-airlines-flight,https://www.aljazeera.com/sports/2025/1/12/ufc-champion-khabib-nurmagomedov-removed-from-alaska-airlines-flight,The retired UFC fighter was involved in a seating dispute with Frontier Airlines staff and later escorted off the plane.,sports,neutral,0.9997621178627014
"Sabalenka, Zverev and Habib shine on rain-hit first day at Australian Open",12 Jan 2025,https://www.aljazeera.com/sports/2025/1/12/sabalenka-zverev-and-habib-shine-on-rain-hit-first-day-at-australian-open,https://www.aljazeera.com/sports/2025/1/12/sabalenka-zverev-and-habib-shine-on-rain-hit-first-day-at-australian-open,Hady Habib becomes first Lebanese player to win a Grand Slam match on an eventful first day at Melbourne Park.,sports,neutral,0.9636640548706055
Chad’s ruling party wins majority in controversial parliamentary election,12 Jan 2025,https://www.aljazeera.com/news/2025/1/12/chad-ruling-party-wins-majority-in-controversial-parliamentary-election,https://www.aljazeera.com/news/2025/1/12/chad-ruling-party-wins-majority-in-controversial-parliamentary-election,Electoral body says President Deby’s party secured 124 of 188 National Assembly seats in vote boycotted by opposition.,news,positive,0.9962104558944702
"EU agrees to tackle Syria sanctions as Western, Arab leaders meet in Riyadh",12 Jan 2025,https://www.aljazeera.com/news/2025/1/12/top-western-arab-leaders-gather-in-saudi-arabia-to-discuss-syria,https://www.aljazeera.com/news/2025/1/12/top-western-arab-leaders-gather-in-saudi-arabia-to-discuss-syria,Top Western and Middle East diplomats and ministers met to discuss sanctions relief for Syria after al-Assad’s removal.,news,neutral,0.9989567995071411
Croatia’s President Milanovic re-elected in landslide run-off victory,12 Jan 2025,https://www.aljazeera.com/news/2025/1/12/incumbent-expected-to-win-as-croatians-vote-in-presidential-run-off,https://www.aljazeera.com/news/2025/1/12/incumbent-expected-to-win-as-croatians-vote-in-presidential-run-off,"Zoran Milanovic, a NATO critic, comfortably wins re-election, securing 74 percent of the vote.",news,positive,0.9991445541381836
India sweat on Bumrah’s fitness for Champions Trophy as Shami returns,12 Jan 2025,https://www.aljazeera.com/sports/2025/1/12/india-sweat-on-bumrahs-fitness-for-champions-trophy-as-shami-returns,https://www.aljazeera.com/sports/2025/1/12/india-sweat-on-bumrahs-fitness-for-champions-trophy-as-shami-returns,Injured Bumrah’s omission from the T20 series against England raises doubts over his return for the ICC event.,sports,negative,0.9869880676269531
"Russia-Ukraine war: List of key events, day 1,053",12 Jan 2025,https://www.aljazeera.com/news/2025/1/12/russia-ukraine-war-list-of-key-events-day-1053,https://www.aljazeera.com/news/2025/1/12/russia-ukraine-war-list-of-key-events-day-1053,"Here are the key developments on the 1,053rd day of Russia’s full-scale invasion of Ukraine.",news,neutral,0.9998258948326111
"Jack Smith, the special counsel who oversaw Trump investigations, resigns",12 Jan 2025,https://www.aljazeera.com/news/2025/1/12/jack-smith-who-led-trump-prosecutions-leaves-us-justice-department,https://www.aljazeera.com/news/2025/1/12/jack-smith-who-led-trump-prosecutions-leaves-us-justice-department,"A former war crimes prosecutor, Smith was appointed in November 2022 – nearly two years after the US Capitol attack.",news,neutral,0.9998632669448853
New Zealand name pace-heavy squad for Champions Trophy in Pakistan,12 Jan 2025,https://www.aljazeera.com/sports/2025/1/12/new-zealand-name-pace-heavy-squad-for-icc-champions-trophy-2025,https://www.aljazeera.com/sports/2025/1/12/new-zealand-name-pace-heavy-squad-for-icc-champions-trophy-2025,"Santner will lead the Black Caps after taking over the captaincy from Williamson, who is also part of the 15-man squad.",sports,neutral,0.9998314380645752
